DateKey,FullDate,Year,Quarter,Month,MonthName,Day,DayOfWeek,IsWeekend,FiscalYear,FiscalQuarter,WeekOfYear
362,2020-12-27,2020,Q4,12,December,27,Sunday,True,2020,Q4,52
363,2020-12-28,2020,Q4,12,December,28,Monday,False,2020,Q4,53
364,2020-12-29,2020,Q4,12,December,29,Tuesday,False,2020,Q4,53
365,2020-12-30,2020,Q4,12,December,30,Wednesday,False,2020,Q4,53
366,2020-12-31,2020,Q4,12,December,31,Thursday,False,2020,Q4,53
367,2021-01-01,2021,Q1,1,January,1,Friday,False,2021,Q1,53
368,2021-01-02,2021,Q1,1,January,2,Saturday,True,2021,Q1,53
369,2021-01-03,2021,Q1,1,January,3,Sunday,True,2021,Q1,53
370,2021-01-04,2021,Q1,1,January,4,Monday,False,2021,Q1,1
371,2021-01-05,2021,Q1,1,January,5,Tuesday,False,2021,Q1,1
372,2021-01-06,2021,Q1,1,January,6,Wednesday,False,2021,Q1,1
373,2021-01-07,2021,Q1,1,January,7,Thursday,False,2021,Q1,1
374,2021-01-08,2021,Q1,1,January,8,Friday,False,2021,Q1,1
375,2021-01-09,2021,Q1,1,January,9,Saturday,True,2021,Q1,1
376,2021-01-10,2021,Q1,1,January,10,Sunday,True,2021,Q1,1
377,2021-01-11,2021,Q1,1,January,11,Monday,False,2021,Q1,2
378,2021-01-12,2021,Q1,1,January,12,Tuesday,False,2021,Q1,2
379,2021-01-13,2021,Q1,1,January,13,Wednesday,False,2021,Q1,2
380,2021-01-14,2021,Q1,1,January,14,Thursday,False,2021,Q1,2
381,2021-01-15,2021,Q1,1,January,15,Friday,False,2021,Q1,2
382,2021-01-16,2021,Q1,1,January,16,Saturday,True,2021,Q1,2
383,2021-01-17,2021,Q1,1,January,17,Sunday,True,2021,Q1,2
384,2021-01-18,2021,Q1,1,January,18,Monday,False,2021,Q1,3
385,2021-01-19,2021,Q1,1,January,19,Tuesday,False,2021,Q1,3
386,2021-01-20,2021,Q1,1,January,20,Wednesday,False,2021,Q1,3
387,2021-01-21,2021,Q1,1,January,21,Thursday,False,2021,Q1,3
388,2021-01-22,2021,Q1,1,January,22,Friday,False,2021,Q1,3
389,2021-01-23,2021,Q1,1,January,23,Saturday,True,2021,Q1,3
390,2021-01-24,2021,Q1,1,January,24,Sunday,True,2021,Q1,3
391,2021-01-25,2021,Q1,1,January,25,Monday,False,2021,Q1,4
392,2021-01-26,2021,Q1,1,January,26,Tuesday,False,2021,Q1,4
393,2021-01-27,2021,Q1,1,January,27,Wednesday,False,2021,Q1,4
394,2021-01-28,2021,Q1,1,January,28,Thursday,False,2021,Q1,4
395,2021-01-29,2021,Q1,1,January,29,Friday,False,2021,Q1,4
396,2021-01-30,2021,Q1,1,January,30,Saturday,True,2021,Q1,4
397,2021-01-31,2021,Q1,1,January,31,Sunday,True,2021,Q1,4
398,2021-02-01,2021,Q1,2,February,1,Monday,False,2021,Q1,5
399,2021-02-02,2021,Q1,2,February,2,Tuesday,False,2021,Q1,5
400,2021-02-03,2021,Q1,2,February,3,Wednesday,False,2021,Q1,5
401,2021-02-04,2021,Q1,2,February,4,Thursday,False,2021,Q1,5
402,2021-02-05,2021,Q1,2,February,5,Friday,False,2021,Q1,5
403,2021-02-06,2021,Q1,2,February,6,Saturday,True,2021,Q1,5
404,2021-02-07,2021,Q1,2,February,7,Sunday,True,2021,Q1,5
405,2021-02-08,2021,Q1,2,February,8,Monday,False,2021,Q1,6
406,2021-02-09,2021,Q1,2,February,9,Tuesday,False,2021,Q1,6
407,2021-02-10,2021,Q1,2,February,10,Wednesday,False,2021,Q1,6
408,2021-02-11,2021,Q1,2,February,11,Thursday,False,2021,Q1,6
409,2021-02-12,2021,Q1,2,February,12,Friday,False,2021,Q1,6
410,2021-02-13,2021,Q1,2,February,13,Saturday,True,2021,Q1,6
411,2021-02-14,2021,Q1,2,February,14,Sunday,True,2021,Q1,6
412,2021-02-15,2021,Q1,2,February,15,Monday,False,2021,Q1,7
413,2021-02-16,2021,Q1,2,February,16,Tuesday,False,2021,Q1,7
414,2021-02-17,2021,Q1,2,February,17,Wednesday,False,2021,Q1,7
415,2021-02-18,2021,Q1,2,February,18,Thursday,False,2021,Q1,7
416,2021-02-19,2021,Q1,2,February,19,Friday,False,2021,Q1,7
417,2021-02-20,2021,Q1,2,February,20,Saturday,True,2021,Q1,7
418,2021-02-21,2021,Q1,2,February,21,Sunday,True,2021,Q1,7
419,2021-02-22,2021,Q1,2,February,22,Monday,False,2021,Q1,8
420,2021-02-23,2021,Q1,2,February,23,Tuesday,False,2021,Q1,8
421,2021-02-24,2021,Q1,2,February,24,Wednesday,False,2021,Q1,8
422,2021-02-25,2021,Q1,2,February,25,Thursday,False,2021,Q1,8
423,2021-02-26,2021,Q1,2,February,26,Friday,False,2021,Q1,8
424,2021-02-27,2021,Q1,2,February,27,Saturday,True,2021,Q1,8
425,2021-02-28,2021,Q1,2,February,28,Sunday,True,2021,Q1,8
426,2021-03-01,2021,Q1,3,March,1,Monday,False,2021,Q1,9
427,2021-03-02,2021,Q1,3,March,2,Tuesday,False,2021,Q1,9
428,2021-03-03,2021,Q1,3,March,3,Wednesday,False,2021,Q1,9
429,2021-03-04,2021,Q1,3,March,4,Thursday,False,2021,Q1,9
430,2021-03-05,2021,Q1,3,March,5,Friday,False,2021,Q1,9
431,2021-03-06,2021,Q1,3,March,6,Saturday,True,2021,Q1,9
432,2021-03-07,2021,Q1,3,March,7,Sunday,True,2021,Q1,9
433,2021-03-08,2021,Q1,3,March,8,Monday,False,2021,Q1,10
434,2021-03-09,2021,Q1,3,March,9,Tuesday,False,2021,Q1,10
435,2021-03-10,2021,Q1,3,March,10,Wednesday,False,2021,Q1,10
436,2021-03-11,2021,Q1,3,March,11,Thursday,False,2021,Q1,10
437,2021-03-12,2021,Q1,3,March,12,Friday,False,2021,Q1,10
438,2021-03-13,2021,Q1,3,March,13,Saturday,True,2021,Q1,10
439,2021-03-14,2021,Q1,3,March,14,Sunday,True,2021,Q1,10
440,2021-03-15,2021,Q1,3,March,15,Monday,False,2021,Q1,11
441,2021-03-16,2021,Q1,3,March,16,Tuesday,False,2021,Q1,11
442,2021-03-17,2021,Q1,3,March,17,Wednesday,False,2021,Q1,11
443,2021-03-18,2021,Q1,3,March,18,Thursday,False,2021,Q1,11
444,2021-03-19,2021,Q1,3,March,19,Friday,False,2021,Q1,11
445,2021-03-20,2021,Q1,3,March,20,Saturday,True,2021,Q1,11
446,2021-03-21,2021,Q1,3,March,21,Sunday,True,2021,Q1,11
447,2021-03-22,2021,Q1,3,March,22,Monday,False,2021,Q1,12
448,2021-03-23,2021,Q1,3,March,23,Tuesday,False,2021,Q1,12
449,2021-03-24,2021,Q1,3,March,24,Wednesday,False,2021,Q1,12
450,2021-03-25,2021,Q1,3,March,25,Thursday,False,2021,Q1,12
451,2021-03-26,2021,Q1,3,March,26,Friday,False,2021,Q1,12
452,2021-03-27,2021,Q1,3,March,27,Saturday,True,2021,Q1,12
453,2021-03-28,2021,Q1,3,March,28,Sunday,True,2021,Q1,12
454,2021-03-29,2021,Q1,3,March,29,Monday,False,2021,Q1,13
455,2021-03-30,2021,Q1,3,March,30,Tuesday,False,2021,Q1,13
456,2021-03-31,2021,Q1,3,March,31,Wednesday,False,2021,Q1,13
457,2021-04-01,2021,Q2,4,April,1,Thursday,False,2021,Q2,13
458,2021-04-02,2021,Q2,4,April,2,Friday,False,2021,Q2,13
459,2021-04-03,2021,Q2,4,April,3,Saturday,True,2021,Q2,13
460,2021-04-04,2021,Q2,4,April,4,Sunday,True,2021,Q2,13
461,2021-04-05,2021,Q2,4,April,5,Monday,False,2021,Q2,14
462,2021-04-06,2021,Q2,4,April,6,Tuesday,False,2021,Q2,14
463,2021-04-07,2021,Q2,4,April,7,Wednesday,False,2021,Q2,14
464,2021-04-08,2021,Q2,4,April,8,Thursday,False,2021,Q2,14
465,2021-04-09,2021,Q2,4,April,9,Friday,False,2021,Q2,14
466,2021-04-10,2021,Q2,4,April,10,Saturday,True,2021,Q2,14
467,2021-04-11,2021,Q2,4,April,11,Sunday,True,2021,Q2,14
468,2021-04-12,2021,Q2,4,April,12,Monday,False,2021,Q2,15
469,2021-04-13,2021,Q2,4,April,13,Tuesday,False,2021,Q2,15
470,2021-04-14,2021,Q2,4,April,14,Wednesday,False,2021,Q2,15
471,2021-04-15,2021,Q2,4,April,15,Thursday,False,2021,Q2,15
472,2021-04-16,2021,Q2,4,April,16,Friday,False,2021,Q2,15
473,2021-04-17,2021,Q2,4,April,17,Saturday,True,2021,Q2,15
474,2021-04-18,2021,Q2,4,April,18,Sunday,True,2021,Q2,15
475,2021-04-19,2021,Q2,4,April,19,Monday,False,2021,Q2,16
476,2021-04-20,2021,Q2,4,April,20,Tuesday,False,2021,Q2,16
477,2021-04-21,2021,Q2,4,April,21,Wednesday,False,2021,Q2,16
478,2021-04-22,2021,Q2,4,April,22,Thursday,False,2021,Q2,16
479,2021-04-23,2021,Q2,4,April,23,Friday,False,2021,Q2,16
480,2021-04-24,2021,Q2,4,April,24,Saturday,True,2021,Q2,16
481,2021-04-25,2021,Q2,4,April,25,Sunday,True,2021,Q2,16
482,2021-04-26,2021,Q2,4,April,26,Monday,False,2021,Q2,17
483,2021-04-27,2021,Q2,4,April,27,Tuesday,False,2021,Q2,17
484,2021-04-28,2021,Q2,4,April,28,Wednesday,False,2021,Q2,17
485,2021-04-29,2021,Q2,4,April,29,Thursday,False,2021,Q2,17
486,2021-04-30,2021,Q2,4,April,30,Friday,False,2021,Q2,17
487,2021-05-01,2021,Q2,5,May,1,Saturday,True,2021,Q2,17
488,2021-05-02,2021,Q2,5,May,2,Sunday,True,2021,Q2,17
489,2021-05-03,2021,Q2,5,May,3,Monday,False,2021,Q2,18
490,2021-05-04,2021,Q2,5,May,4,Tuesday,False,2021,Q2,18
491,2021-05-05,2021,Q2,5,May,5,Wednesday,False,2021,Q2,18
492,2021-05-06,2021,Q2,5,May,6,Thursday,False,2021,Q2,18
493,2021-05-07,2021,Q2,5,May,7,Friday,False,2021,Q2,18
494,2021-05-08,2021,Q2,5,May,8,Saturday,True,2021,Q2,18
495,2021-05-09,2021,Q2,5,May,9,Sunday,True,2021,Q2,18
496,2021-05-10,2021,Q2,5,May,10,Monday,False,2021,Q2,19
497,2021-05-11,2021,Q2,5,May,11,Tuesday,False,2021,Q2,19
498,2021-05-12,2021,Q2,5,May,12,Wednesday,False,2021,Q2,19
499,2021-05-13,2021,Q2,5,May,13,Thursday,False,2021,Q2,19
500,2021-05-14,2021,Q2,5,May,14,Friday,False,2021,Q2,19
501,2021-05-15,2021,Q2,5,May,15,Saturday,True,2021,Q2,19
502,2021-05-16,2021,Q2,5,May,16,Sunday,True,2021,Q2,19
503,2021-05-17,2021,Q2,5,May,17,Monday,False,2021,Q2,20
504,2021-05-18,2021,Q2,5,May,18,Tuesday,False,2021,Q2,20
505,2021-05-19,2021,Q2,5,May,19,Wednesday,False,2021,Q2,20
506,2021-05-20,2021,Q2,5,May,20,Thursday,False,2021,Q2,20
507,2021-05-21,2021,Q2,5,May,21,Friday,False,2021,Q2,20
508,2021-05-22,2021,Q2,5,May,22,Saturday,True,2021,Q2,20
509,2021-05-23,2021,Q2,5,May,23,Sunday,True,2021,Q2,20
510,2021-05-24,2021,Q2,5,May,24,Monday,False,2021,Q2,21
511,2021-05-25,2021,Q2,5,May,25,Tuesday,False,2021,Q2,21
512,2021-05-26,2021,Q2,5,May,26,Wednesday,False,2021,Q2,21
513,2021-05-27,2021,Q2,5,May,27,Thursday,False,2021,Q2,21
514,2021-05-28,2021,Q2,5,May,28,Friday,False,2021,Q2,21
515,2021-05-29,2021,Q2,5,May,29,Saturday,True,2021,Q2,21
516,2021-05-30,2021,Q2,5,May,30,Sunday,True,2021,Q2,21
517,2021-05-31,2021,Q2,5,May,31,Monday,False,2021,Q2,22
518,2021-06-01,2021,Q2,6,June,1,Tuesday,False,2021,Q2,22
519,2021-06-02,2021,Q2,6,June,2,Wednesday,False,2021,Q2,22
520,2021-06-03,2021,Q2,6,June,3,Thursday,False,2021,Q2,22
521,2021-06-04,2021,Q2,6,June,4,Friday,False,2021,Q2,22
522,2021-06-05,2021,Q2,6,June,5,Saturday,True,2021,Q2,22
523,2021-06-06,2021,Q2,6,June,6,Sunday,True,2021,Q2,22
524,2021-06-07,2021,Q2,6,June,7,Monday,False,2021,Q2,23
525,2021-06-08,2021,Q2,6,June,8,Tuesday,False,2021,Q2,23
526,2021-06-09,2021,Q2,6,June,9,Wednesday,False,2021,Q2,23
527,2021-06-10,2021,Q2,6,June,10,Thursday,False,2021,Q2,23
528,2021-06-11,2021,Q2,6,June,11,Friday,False,2021,Q2,23
529,2021-06-12,2021,Q2,6,June,12,Saturday,True,2021,Q2,23
530,2021-06-13,2021,Q2,6,June,13,Sunday,True,2021,Q2,23
531,2021-06-14,2021,Q2,6,June,14,Monday,False,2021,Q2,24
532,2021-06-15,2021,Q2,6,June,15,Tuesday,False,2021,Q2,24
533,2021-06-16,2021,Q2,6,June,16,Wednesday,False,2021,Q2,24
534,2021-06-17,2021,Q2,6,June,17,Thursday,False,2021,Q2,24
535,2021-06-18,2021,Q2,6,June,18,Friday,False,2021,Q2,24
536,2021-06-19,2021,Q2,6,June,19,Saturday,True,2021,Q2,24
537,2021-06-20,2021,Q2,6,June,20,Sunday,True,2021,Q2,24
538,2021-06-21,2021,Q2,6,June,21,Monday,False,2021,Q2,25
539,2021-06-22,2021,Q2,6,June,22,Tuesday,False,2021,Q2,25
540,2021-06-23,2021,Q2,6,June,23,Wednesday,False,2021,Q2,25
541,2021-06-24,2021,Q2,6,June,24,Thursday,False,2021,Q2,25
542,2021-06-25,2021,Q2,6,June,25,Friday,False,2021,Q2,25
543,2021-06-26,2021,Q2,6,June,26,Saturday,True,2021,Q2,25
544,2021-06-27,2021,Q2,6,June,27,Sunday,True,2021,Q2,25
545,2021-06-28,2021,Q2,6,June,28,Monday,False,2021,Q2,26
546,2021-06-29,2021,Q2,6,June,29,Tuesday,False,2021,Q2,26
547,2021-06-30,2021,Q2,6,June,30,Wednesday,False,2021,Q2,26
548,2021-07-01,2021,Q3,7,July,1,Thursday,False,2021,Q3,26
549,2021-07-02,2021,Q3,7,July,2,Friday,False,2021,Q3,26
550,2021-07-03,2021,Q3,7,July,3,Saturday,True,2021,Q3,26
551,2021-07-04,2021,Q3,7,July,4,Sunday,True,2021,Q3,26
552,2021-07-05,2021,Q3,7,July,5,Monday,False,2021,Q3,27
553,2021-07-06,2021,Q3,7,July,6,Tuesday,False,2021,Q3,27
554,2021-07-07,2021,Q3,7,July,7,Wednesday,False,2021,Q3,27
555,2021-07-08,2021,Q3,7,July,8,Thursday,False,2021,Q3,27
556,2021-07-09,2021,Q3,7,July,9,Friday,False,2021,Q3,27
557,2021-07-10,2021,Q3,7,July,10,Saturday,True,2021,Q3,27
558,2021-07-11,2021,Q3,7,July,11,Sunday,True,2021,Q3,27
559,2021-07-12,2021,Q3,7,July,12,Monday,False,2021,Q3,28
560,2021-07-13,2021,Q3,7,July,13,Tuesday,False,2021,Q3,28
561,2021-07-14,2021,Q3,7,July,14,Wednesday,False,2021,Q3,28
562,2021-07-15,2021,Q3,7,July,15,Thursday,False,2021,Q3,28
563,2021-07-16,2021,Q3,7,July,16,Friday,False,2021,Q3,28
564,2021-07-17,2021,Q3,7,July,17,Saturday,True,2021,Q3,28
565,2021-07-18,2021,Q3,7,July,18,Sunday,True,2021,Q3,28
566,2021-07-19,2021,Q3,7,July,19,Monday,False,2021,Q3,29
567,2021-07-20,2021,Q3,7,July,20,Tuesday,False,2021,Q3,29
568,2021-07-21,2021,Q3,7,July,21,Wednesday,False,2021,Q3,29
569,2021-07-22,2021,Q3,7,July,22,Thursday,False,2021,Q3,29
570,2021-07-23,2021,Q3,7,July,23,Friday,False,2021,Q3,29
571,2021-07-24,2021,Q3,7,July,24,Saturday,True,2021,Q3,29
572,2021-07-25,2021,Q3,7,July,25,Sunday,True,2021,Q3,29
573,2021-07-26,2021,Q3,7,July,26,Monday,False,2021,Q3,30
574,2021-07-27,2021,Q3,7,July,27,Tuesday,False,2021,Q3,30
575,2021-07-28,2021,Q3,7,July,28,Wednesday,False,2021,Q3,30
576,2021-07-29,2021,Q3,7,July,29,Thursday,False,2021,Q3,30
577,2021-07-30,2021,Q3,7,July,30,Friday,False,2021,Q3,30
578,2021-07-31,2021,Q3,7,July,31,Saturday,True,2021,Q3,30
579,2021-08-01,2021,Q3,8,August,1,Sunday,True,2021,Q3,30
580,2021-08-02,2021,Q3,8,August,2,Monday,False,2021,Q3,31
581,2021-08-03,2021,Q3,8,August,3,Tuesday,False,2021,Q3,31
582,2021-08-04,2021,Q3,8,August,4,Wednesday,False,2021,Q3,31
583,2021-08-05,2021,Q3,8,August,5,Thursday,False,2021,Q3,31
584,2021-08-06,2021,Q3,8,August,6,Friday,False,2021,Q3,31
585,2021-08-07,2021,Q3,8,August,7,Saturday,True,2021,Q3,31
586,2021-08-08,2021,Q3,8,August,8,Sunday,True,2021,Q3,31
587,2021-08-09,2021,Q3,8,August,9,Monday,False,2021,Q3,32
588,2021-08-10,2021,Q3,8,August,10,Tuesday,False,2021,Q3,32
589,2021-08-11,2021,Q3,8,August,11,Wednesday,False,2021,Q3,32
590,2021-08-12,2021,Q3,8,August,12,Thursday,False,2021,Q3,32
591,2021-08-13,2021,Q3,8,August,13,Friday,False,2021,Q3,32
592,2021-08-14,2021,Q3,8,August,14,Saturday,True,2021,Q3,32
593,2021-08-15,2021,Q3,8,August,15,Sunday,True,2021,Q3,32
594,2021-08-16,2021,Q3,8,August,16,Monday,False,2021,Q3,33
595,2021-08-17,2021,Q3,8,August,17,Tuesday,False,2021,Q3,33
596,2021-08-18,2021,Q3,8,August,18,Wednesday,False,2021,Q3,33
597,2021-08-19,2021,Q3,8,August,19,Thursday,False,2021,Q3,33
598,2021-08-20,2021,Q3,8,August,20,Friday,False,2021,Q3,33
599,2021-08-21,2021,Q3,8,August,21,Saturday,True,2021,Q3,33
600,2021-08-22,2021,Q3,8,August,22,Sunday,True,2021,Q3,33
601,2021-08-23,2021,Q3,8,August,23,Monday,False,2021,Q3,34
602,2021-08-24,2021,Q3,8,August,24,Tuesday,False,2021,Q3,34
603,2021-08-25,2021,Q3,8,August,25,Wednesday,False,2021,Q3,34
604,2021-08-26,2021,Q3,8,August,26,Thursday,False,2021,Q3,34
605,2021-08-27,2021,Q3,8,August,27,Friday,False,2021,Q3,34
606,2021-08-28,2021,Q3,8,August,28,Saturday,True,2021,Q3,34
607,2021-08-29,2021,Q3,8,August,29,Sunday,True,2021,Q3,34
608,2021-08-30,2021,Q3,8,August,30,Monday,False,2021,Q3,35
609,2021-08-31,2021,Q3,8,August,31,Tuesday,False,2021,Q3,35
610,2021-09-01,2021,Q3,9,September,1,Wednesday,False,2021,Q3,35
611,2021-09-02,2021,Q3,9,September,2,Thursday,False,2021,Q3,35
612,2021-09-03,2021,Q3,9,September,3,Friday,False,2021,Q3,35
613,2021-09-04,2021,Q3,9,September,4,Saturday,True,2021,Q3,35
614,2021-09-05,2021,Q3,9,September,5,Sunday,True,2021,Q3,35
615,2021-09-06,2021,Q3,9,September,6,Monday,False,2021,Q3,36
616,2021-09-07,2021,Q3,9,September,7,Tuesday,False,2021,Q3,36
617,2021-09-08,2021,Q3,9,September,8,Wednesday,False,2021,Q3,36
618,2021-09-09,2021,Q3,9,September,9,Thursday,False,2021,Q3,36
619,2021-09-10,2021,Q3,9,September,10,Friday,False,2021,Q3,36
620,2021-09-11,2021,Q3,9,September,11,Saturday,True,2021,Q3,36
621,2021-09-12,2021,Q3,9,September,12,Sunday,True,2021,Q3,36
622,2021-09-13,2021,Q3,9,September,13,Monday,False,2021,Q3,37
623,2021-09-14,2021,Q3,9,September,14,Tuesday,False,2021,Q3,37
624,2021-09-15,2021,Q3,9,September,15,Wednesday,False,2021,Q3,37
625,2021-09-16,2021,Q3,9,September,16,Thursday,False,2021,Q3,37
626,2021-09-17,2021,Q3,9,September,17,Friday,False,2021,Q3,37
627,2021-09-18,2021,Q3,9,September,18,Saturday,True,2021,Q3,37
628,2021-09-19,2021,Q3,9,September,19,Sunday,True,2021,Q3,37
629,2021-09-20,2021,Q3,9,September,20,Monday,False,2021,Q3,38
630,2021-09-21,2021,Q3,9,September,21,Tuesday,False,2021,Q3,38
631,2021-09-22,2021,Q3,9,September,22,Wednesday,False,2021,Q3,38
632,2021-09-23,2021,Q3,9,September,23,Thursday,False,2021,Q3,38
633,2021-09-24,2021,Q3,9,September,24,Friday,False,2021,Q3,38
634,2021-09-25,2021,Q3,9,September,25,Saturday,True,2021,Q3,38
635,2021-09-26,2021,Q3,9,September,26,Sunday,True,2021,Q3,38
636,2021-09-27,2021,Q3,9,September,27,Monday,False,2021,Q3,39
637,2021-09-28,2021,Q3,9,September,28,Tuesday,False,2021,Q3,39
638,2021-09-29,2021,Q3,9,September,29,Wednesday,False,2021,Q3,39
639,2021-09-30,2021,Q3,9,September,30,Thursday,False,2021,Q3,39
640,2021-10-01,2021,Q4,10,October,1,Friday,False,2021,Q4,39
641,2021-10-02,2021,Q4,10,October,2,Saturday,True,2021,Q4,39
642,2021-10-03,2021,Q4,10,October,3,Sunday,True,2021,Q4,39
643,2021-10-04,2021,Q4,10,October,4,Monday,False,2021,Q4,40
644,2021-10-05,2021,Q4,10,October,5,Tuesday,False,2021,Q4,40
645,2021-10-06,2021,Q4,10,October,6,Wednesday,False,2021,Q4,40
646,2021-10-07,2021,Q4,10,October,7,Thursday,False,2021,Q4,40
647,2021-10-08,2021,Q4,10,October,8,Friday,False,2021,Q4,40
648,2021-10-09,2021,Q4,10,October,9,Saturday,True,2021,Q4,40
649,2021-10-10,2021,Q4,10,October,10,Sunday,True,2021,Q4,40
650,2021-10-11,2021,Q4,10,October,11,Monday,False,2021,Q4,41
651,2021-10-12,2021,Q4,10,October,12,Tuesday,False,2021,Q4,41
652,2021-10-13,2021,Q4,10,October,13,Wednesday,False,2021,Q4,41
653,2021-10-14,2021,Q4,10,October,14,Thursday,False,2021,Q4,41
654,2021-10-15,2021,Q4,10,October,15,Friday,False,2021,Q4,41
655,2021-10-16,2021,Q4,10,October,16,Saturday,True,2021,Q4,41
656,2021-10-17,2021,Q4,10,October,17,Sunday,True,2021,Q4,41
657,2021-10-18,2021,Q4,10,October,18,Monday,False,2021,Q4,42
658,2021-10-19,2021,Q4,10,October,19,Tuesday,False,2021,Q4,42
659,2021-10-20,2021,Q4,10,October,20,Wednesday,False,2021,Q4,42
660,2021-10-21,2021,Q4,10,October,21,Thursday,False,2021,Q4,42
661,2021-10-22,2021,Q4,10,October,22,Friday,False,2021,Q4,42
662,2021-10-23,2021,Q4,10,October,23,Saturday,True,2021,Q4,42
663,2021-10-24,2021,Q4,10,October,24,Sunday,True,2021,Q4,42
664,2021-10-25,2021,Q4,10,October,25,Monday,False,2021,Q4,43
665,2021-10-26,2021,Q4,10,October,26,Tuesday,False,2021,Q4,43
666,2021-10-27,2021,Q4,10,October,27,Wednesday,False,2021,Q4,43
667,2021-10-28,2021,Q4,10,October,28,Thursday,False,2021,Q4,43
668,2021-10-29,2021,Q4,10,October,29,Friday,False,2021,Q4,43
669,2021-10-30,2021,Q4,10,October,30,Saturday,True,2021,Q4,43
670,2021-10-31,2021,Q4,10,October,31,Sunday,True,2021,Q4,43
671,2021-11-01,2021,Q4,11,November,1,Monday,False,2021,Q4,44
672,2021-11-02,2021,Q4,11,November,2,Tuesday,False,2021,Q4,44
673,2021-11-03,2021,Q4,11,November,3,Wednesday,False,2021,Q4,44
674,2021-11-04,2021,Q4,11,November,4,Thursday,False,2021,Q4,44
675,2021-11-05,2021,Q4,11,November,5,Friday,False,2021,Q4,44
676,2021-11-06,2021,Q4,11,November,6,Saturday,True,2021,Q4,44
677,2021-11-07,2021,Q4,11,November,7,Sunday,True,2021,Q4,44
678,2021-11-08,2021,Q4,11,November,8,Monday,False,2021,Q4,45
679,2021-11-09,2021,Q4,11,November,9,Tuesday,False,2021,Q4,45
680,2021-11-10,2021,Q4,11,November,10,Wednesday,False,2021,Q4,45
681,2021-11-11,2021,Q4,11,November,11,Thursday,False,2021,Q4,45
682,2021-11-12,2021,Q4,11,November,12,Friday,False,2021,Q4,45
683,2021-11-13,2021,Q4,11,November,13,Saturday,True,2021,Q4,45
684,2021-11-14,2021,Q4,11,November,14,Sunday,True,2021,Q4,45
685,2021-11-15,2021,Q4,11,November,15,Monday,False,2021,Q4,46
686,2021-11-16,2021,Q4,11,November,16,Tuesday,False,2021,Q4,46
687,2021-11-17,2021,Q4,11,November,17,Wednesday,False,2021,Q4,46
688,2021-11-18,2021,Q4,11,November,18,Thursday,False,2021,Q4,46
689,2021-11-19,2021,Q4,11,November,19,Friday,False,2021,Q4,46
690,2021-11-20,2021,Q4,11,November,20,Saturday,True,2021,Q4,46
691,2021-11-21,2021,Q4,11,November,21,Sunday,True,2021,Q4,46
692,2021-11-22,2021,Q4,11,November,22,Monday,False,2021,Q4,47
693,2021-11-23,2021,Q4,11,November,23,Tuesday,False,2021,Q4,47
694,2021-11-24,2021,Q4,11,November,24,Wednesday,False,2021,Q4,47
695,2021-11-25,2021,Q4,11,November,25,Thursday,False,2021,Q4,47
696,2021-11-26,2021,Q4,11,November,26,Friday,False,2021,Q4,47
697,2021-11-27,2021,Q4,11,November,27,Saturday,True,2021,Q4,47
698,2021-11-28,2021,Q4,11,November,28,Sunday,True,2021,Q4,47
699,2021-11-29,2021,Q4,11,November,29,Monday,False,2021,Q4,48
700,2021-11-30,2021,Q4,11,November,30,Tuesday,False,2021,Q4,48
701,2021-12-01,2021,Q4,12,December,1,Wednesday,False,2021,Q4,48
702,2021-12-02,2021,Q4,12,December,2,Thursday,False,2021,Q4,48
703,2021-12-03,2021,Q4,12,December,3,Friday,False,2021,Q4,48
704,2021-12-04,2021,Q4,12,December,4,Saturday,True,2021,Q4,48
705,2021-12-05,2021,Q4,12,December,5,Sunday,True,2021,Q4,48
706,2021-12-06,2021,Q4,12,December,6,Monday,False,2021,Q4,49
707,2021-12-07,2021,Q4,12,December,7,Tuesday,False,2021,Q4,49
708,2021-12-08,2021,Q4,12,December,8,Wednesday,False,2021,Q4,49
709,2021-12-09,2021,Q4,12,December,9,Thursday,False,2021,Q4,49
710,2021-12-10,2021,Q4,12,December,10,Friday,False,2021,Q4,49
711,2021-12-11,2021,Q4,12,December,11,Saturday,True,2021,Q4,49
712,2021-12-12,2021,Q4,12,December,12,Sunday,True,2021,Q4,49
713,2021-12-13,2021,Q4,12,December,13,Monday,False,2021,Q4,50
714,2021-12-14,2021,Q4,12,December,14,Tuesday,False,2021,Q4,50
715,2021-12-15,2021,Q4,12,December,15,Wednesday,False,2021,Q4,50
716,2021-12-16,2021,Q4,12,December,16,Thursday,False,2021,Q4,50
717,2021-12-17,2021,Q4,12,December,17,Friday,False,2021,Q4,50
718,2021-12-18,2021,Q4,12,December,18,Saturday,True,2021,Q4,50
719,2021-12-19,2021,Q4,12,December,19,Sunday,True,2021,Q4,50
720,2021-12-20,2021,Q4,12,December,20,Monday,False,2021,Q4,51
721,2021-12-21,2021,Q4,12,December,21,Tuesday,False,2021,Q4,51
722,2021-12-22,2021,Q4,12,December,22,Wednesday,False,2021,Q4,51
723,2021-12-23,2021,Q4,12,December,23,Thursday,False,2021,Q4,51
724,2021-12-24,2021,Q4,12,December,24,Friday,False,2021,Q4,51
725,2021-12-25,2021,Q4,12,December,25,Saturday,True,2021,Q4,51
726,2021-12-26,2021,Q4,12,December,26,Sunday,True,2021,Q4,51
727,2021-12-27,2021,Q4,12,December,27,Monday,False,2021,Q4,52
